id,source,title,description,price,surface_m2,price_m2,rooms,bedrooms,bathrooms,property_type,city,postal_code,district_name,district_full_name,latitude_blur,longitude_blur,has_balcony,has_terrace,has_garden,has_elevator,has_cellar,parking_places,floor,floor_quantity,land_surface_m2,heating,energy_class,ghg_class,energy_value,ghg_value,new_property,account_type,ad_created_by_pro,publication_date,modification_date,on_the_market,is_highlighted,is_exclusive_sale_mandate,fees_charged_to,price_without_fees,reference,url
safti-1-1579531,Bienici,"Valbertrand, T4 spacieux  avec stationnement privé","Bien rare à Valbertrand, Toulon, cet appartement qui bénéficie d'un environnement verdoyant et paisible, idéal pour les amoureux de la nature. Proche des commodités, cette résidence sécurisée avec gardien offre un cadre de vie confortable, entre montagne et ville.<br>Avec son balcon offrant une vue dégagée sur la forêt environnante, idéal pour profiter de moments de détente en plein air. Une cave privative, une place de parking viennent compléter les aménagements, offrant un atout supplémentaire.<br>À l'intérieur, ce bien de 69 m² dispose d'une entrée desservant un séjour lumineux donnant accès au balcon, d'une cuisine équipée, de deux chambres, d'une salle de bain et d'un WC indépendant. Le tout bénéficiant d'une climatisation. <br>Possibilité d'achat d'un garage de 13 M2 en supplément.<br>À visiter sans plus tarder, cet appartement au calme et à la vue dégagée.<br>Le bien comprend 3 lots, et il est situé dans une copropriété de 200 lots (les charges courantes annuelles moyennes de copropriété sont de 2500 € et le syndicat des copropriétaires ne fait pas l'objet d'une procédure citée à l'article L. 721-1 du code de la construction et de l'habitation).<br>Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr<br>Prix de vente : 192 000 €<br>Honoraires charge vendeur<br>Contactez votre conseiller SAFTI : Genny KONE KABAMBA, Tél. : <span class=""importDescriptionDecorator"" data-type=""phone"">0623877597</span>, E-mail : <span class=""importDescriptionDecorator"" data-type=""email"">genny.konekabamba@safti.fr</span> - EI - Agent commercial immatriculé au RSAC de Toulon sous le numéro 439510157",192000,69,2782.608695652174,4,2.0,1.0,flat,Toulon,83000,Pont de Bois,Toulon - Pont de Bois,43.135492331046535,5.89617392504376,0,0,0,0,1,1.0,3.0,5.0,,sol gaz collectif,D,D,175.0,32.0,0,mandatary,1,1970-01-01T00:00:00.000Z,2026-03-10T07:05:03.442Z,1,0,1,seller,,1579531,https://www.bienici.com/annonce/vente/toulon/flat/safti-1-1579531
century-21-202_3276_2024,Bienici,,"TOULON le MOURILLON ,<br>A DEUX PAS DES PLAGES ET DES COMMERCES,<br>Nous vous proposons une maison en pierre composée de deux logements distincts .<br>A l'étage, un appartement 5 pièces de 100 m² composé d'un  beau séjour salon avec cheminée et véranda , de 3 chambres spacieuses, d'une salle de bains, d'un toilette indépendant et d'une cuisine confortable donnant sur une agréable terrasse .<br> En rez de jardin, vous trouverez un deux pièces de 50 M² avec une cuisine indépendante, une salle de bains, toilette, une chambre , possibilité de le transformer en 3 pièces .<br>Plus un grand garage .<br>Le tout sur un terrain de 390 m Montant estimé des dépenses annuelles d'énergie pour un usage standard entre 2890.0 € et 3980.0 €, indexées à l'année 2023 (abonnements compris).",699000,164.99,4236.620401236439,6,4.0,1.0,house,Toulon,83000,Le Mourillon - La Mitre - Fort Lamalgue,Toulon - Le Mourillon - La Mitre - Fort Lamalgue,43.11169502484316,5.9509188381745615,0,0,1,0,0,2.0,,,390.0,Central convecteur Gaz,D,D,210.0,45.0,0,agency,1,1970-01-01T00:00:00.000Z,2026-03-06T01:47:52.663Z,1,1,1,seller,,2024,https://www.bienici.com/annonce/vente/toulon/house/century-21-202_3276_2024
hektor-mourillon-389886,Bienici,Bel appartement T4 67m2 au 4 chemins des Routes,"A Toulon, dans le quartier des 4 chemins des Routes, au 1er étage d'une petite copropriété, venez découvrir ce bel appartement de type 4 rénové. Il se compose: D'une vaste entrée, d'un salon, d'une salle à manger, d'une cuisine ouverte aménagée et équipée, de deux chambres, d'une salle d'eau et d'un WC séparé. il dispose également d'un grand et large balcon double, d'une loggia et d'une cave en sous sol. Appartement lumineux et traversant. Stationnement collectif. Proche écoles, commerces et transports en commun. Gare SNCF et centre ville a 10 minutes en voiture.<br>Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr",247000,67,3686.5671641791046,4,2.0,,flat,Toulon,83200,Les Quatre Chemins,Toulon - Les Quatre Chemins,43.145509964802955,5.90182706777135,0,0,0,0,0,,,,,individuel,C,C,150.0,20.0,0,agency,1,1970-01-01T00:00:00.000Z,2026-03-03T14:38:18.832Z,1,0,1,,247000.0,6094ME,https://www.bienici.com/annonce/vente/toulon/flat/hektor-mourillon-389886
dr-house-immo-1-2123885,Bienici,TOULON : FX T4 rénové 70 m² – Petit Bois / Mourillon / Cap Brun (Plage à pied) :,"Toulon – Petit Bois / Mourillon – Cap Brun<br>Faux T4 – 70 m² – Grand séjour – 2 chambres – Balcon sud – Calme & verdure<br>À deux pas des plages et des commerces, cet appartement de 70 m² situé au 1ʳ étage d’une résidence calme et arborée.<br>Le grand séjour double, lumineux et exposé sud-ouest s’ouvre sur un balcon sans vis-à-vis avec vue sur la verdure. La cuisine équipée et ouverte, renforce l’impression d’espace et de convivialité.<br>Côté nuit, deux vraies chambres bien séparées assurent calme et fonctionnalité. Ce plan optimisé conviendra parfaitement à un couple, une famille avec un enfant ou à un actif souhaitant un bureau confortable.<br>L’appartement a bénéficié de rénovations récentes (électricité, plomberie, cuisine, salle d’eau, menuiseries, volets, chauffe-eau) pour une installation immédiate.<br>En complément : cave, local vélo et stationnement aisé grâce aux parkings résidents et visiteurs.<br>Les atouts : grand séjour, balcon plein sud, prestations récentes et emplacement recherché — tout à pied. <br>Charges copropriété mensuelles : 192€ chauffage inclus. Ce bien vous est présenté par Patrick Costa, votre conseiller indépendant Dr House Immo.",282000,70,4028.5714285714284,4,2.0,1.0,flat,Toulon,83000,Le Mourillon - La Mitre - Fort Lamalgue,Toulon - Le Mourillon - La Mitre - Fort Lamalgue,43.11188543223371,5.9540637183539395,0,0,0,0,1,,1.0,5.0,,radiateur collectif,D,D,249.0,43.0,0,agency,1,1970-01-01T00:00:00.000Z,2026-03-05T11:12:59.312Z,1,0,1,seller,,108242DHI1303,https://www.bienici.com/annonce/vente/toulon/flat/dr-house-immo-1-2123885
netty-company54396zsr-house-36916,Bienici,Maison T2/3 - 44 m² - Jardin 77 M² - 2 Places de Parking /,"Secteur Les Moulins – Toulon Ouest. Maison à rénover complètement, située dans un environnement recherché. La maison bénéficie d'une proximité immédiate avec les commerces, les écoles et les transports en commun.<br>Maison d'une superficie de 44 m² habitables, située au centre du hameau, avec terrasse et jardin d'environ 77 m².<br>Au rez-de-chaussée : entrée, pièce principale et cuisine.<br>À l'étage : bureau/dégagement, chambre, une salle d'eau avec WC.<br>Travaux à prévoir sur l'ensemble : remplacement du simple vitrage, sols, plomberie, électricité, rafraîchissement général.<br>Elle dispose d'un jardin privatif d'environ 77 m² ainsi que de deux places de parking privatives.<br>La maison fait partie d'un ensemble immobilier composé de 4 lots principaux en copropriété, avec des charges faibles estimées à 200 € par an.<br>Conseillers immobiliers depuis 15 ans, nous mettons à profit notre expertise locale pour vous accompagner dans vos projets immobiliers à Toulon Ouest, Ollioules, Le Revest, ainsi que dans tous les quartiers de Toulon. Que vous cherchiez à acheter, vendre ou investir dans des quartiers tels que Le Mourillon, Saint-Jean du Var, Pont du Las, Les Routes, les Moulins, La Serinette, La Rode, Saint-Roch, Le Baou, Siblas, Valbertrand, La Loubière, Les Quatre Chemins, Cap Brun, Le Port Marchand, Le Faron, Claret, Font Pré, Saint-Michel ou encore Le Mont Faron, nous sommes à vos côtés pour vous conseiller et vous accompagner à chaque étape de votre projet immobilier. Pour en savoir plus, n'hésitez pas à nous contacter.<br>Honoraires à la charge du vendeur.  Dans une copropriété de 4 lots. Aucune procédure n'est en cours. Classe énergie E, Classe climat E Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 5880.00 € et 7970.00 € sur les années 2021, 2022 et 2023 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr. <br>Votre conseiller eXp Realty : Faridé MIDOUN<br>Agent commercial (Entreprise individuelle)  <br>  RSAC 924 761 182 TOULON  <br>  RCP ACI27477 – SERENIS Assurances",130000,44.1,2947.845804988662,3,1.0,1.0,house,Toulon,83200,La Chapelle - Saint-André,Toulon - La Chapelle - Saint-André,43.15244254298222,5.914783149871131,0,0,0,0,0,,,,,individuel,E,E,293.0,65.0,0,mandatary,1,1970-01-01T00:00:00.000Z,2026-03-02T18:13:00.351Z,1,0,0,seller,130000.0,VM36916-EXPFRANCE,https://www.bienici.com/annonce/vente/toulon/house/netty-company54396zsr-house-36916
hektor-lessablettes-389379,Bienici,Appartement type 3 62m2 Toulon Est,"Toulon Est, Saint Jean Du Var,<br>A proximité immédiate des transports, commerces, hôpitaux et écoles, venez découvrir cet appartement 3 pièces de 62m2, au 3ème et dernier étage, traversant Sud / Nord, se composant d'une entrée, une cuisine ouverte sur séjour exposé sud, un cellier, une salle d'eau, wc séparé, deux chambres.<br>Petite copropriété, vendu avec grenier.<br>Colocataire en place, loué 330EUR/mois par chambre.<br>",125000,62,2016.1290322580646,3,2.0,,flat,Toulon,83100,Saint-Jean du Var,Toulon - Saint-Jean du Var,43.12381692879195,5.951906267819524,0,0,0,0,1,,3.0,4.0,,radiateur électrique individuel,F,C,405.0,13.0,0,agency,1,1970-01-01T00:00:00.000Z,2026-02-23T19:09:30.689Z,1,0,1,seller,125000.0,1992SE,https://www.bienici.com/annonce/vente/toulon/flat/hektor-lessablettes-389379
hektor-lessablettes-389591,Bienici,À vendre : Appartement T4 de 70m2   Secteur Brunet,"TOULON - BRUNET, Dans un petit immeuble bien entretenu, découvrez ce bel appartement de type 4 d'environ 70m2, idéalement situé, proche de toutes les commodités (commerces, écoles, transports), il offre un cadre de vie pratique et agréable au quotidien.<br> Au 3ème étage sur 4 sans ascenseur, traversant Est/Ouest, ce dernier se compose d'un salon/séjour lumineux, d'une cuisine fonctionnelle, de deux chambres et d'une salle d'eau. En bon état général, il saura séduire aussi bien les familles que les investisseurs à la recherche d'un bien sans travaux à prévoir.<br> À visiter sans tarder <br>",165000,70,2357.1428571428573,4,2.0,,flat,Toulon,83100,Brunet,Toulon - Brunet,43.12597421563397,5.959202864222045,0,0,0,0,1,,3.0,5.0,,radiateur électrique individuel,C,B,179.0,10.0,0,agency,1,1970-01-01T00:00:00.000Z,2026-02-28T19:05:04.070Z,1,0,1,seller,165000.0,1991SE,https://www.bienici.com/annonce/vente/toulon/flat/hektor-lessablettes-389591
hektor-lessablettes-389588,Bienici,Maison type 6 215m2 Faron pleine vue rade,"Située dans le très recherché quartier du Faron, cette maison construite en 1980 offre environ 215m2 de surface habitable sur un terrain de 3 340 m2, bénéficiant d'une vue panoramique exceptionnelle sur la rade de Toulon.<br>Le rez-de-chaussée comprend un vaste garage avec atelier d'environ 50 m2 permettant de stationner jusqu'à quatre véhicules, ainsi qu'une buanderie. On y trouve également une grande chambre de plus de 20 m2 avec placard, ouvrant directement sur une terrasse, accompagnée d'une salle de bains et d'un coin cuisine aménagé sous l'escalier.<br>À l'étage, une spacieuse terrasse mène au hall d'entrée de la maison. Le séjour, lumineux et d'une surface de plus de 30 m2, s'ouvre sur un balcon offrant une belle vue dégagée. La cuisine est indépendante et entièrement équipée. Deux chambres de 15 m2 et 12,5 m2 profitent chacune d'un accès direct à une terrasse. Cet étage dispose aussi d'une salle de bains de 7 m2 et d'une salle d'eau de 5 m2. Sur une restanque du terrain, une troisième chambre d'environ 13 m2 complète l'ensemble.<br>Les extérieurs accueillent une piscine de 8 x 5 mètres et de nombreux espaces en restanques, offrant différentes possibilités d'aménagement.<br>La maison se distingue par ses prestations de qualité telles que le double vitrage avec volets roulants électriques dans toutes les pièces, une climatisation réversible intégrale, une cheminée soigneusement entretenue, le raccordement au tout-à-l'égout, plusieurs vides sanitaires, ainsi qu'une vue panoramique sur la rade de Toulon depuis l'ensemble de la propriété.<br>",1090000,215,4837.209302325581,6,4.0,2.0,house,Toulon,83200,Siblas,Toulon - Siblas,43.13696232690163,5.944616277779968,0,0,1,0,0,6.0,,2.0,3340.0,,D,B,196.0,6.0,0,agency,1,1970-01-01T00:00:00.000Z,2026-03-01T09:24:29.685Z,1,1,0,purchaser,1040000.0,2001SS,https://www.bienici.com/annonce/vente/toulon/house/hektor-lessablettes-389588
hektor-centreville-389686,Bienici,TOULON MOURILLON - FAUX TYPE 5 RENOVE,"TOULON Mourillon - Très bel Appartement de type 5 rénové, traversant et idéalement situé, à deux pas du marché, des plages, des commodités et des transports - comprenant: une entrée, un grand salon/séjour de 32 m2 qui donnent sur balcons, une cuisine équipée, trois chambres dont une avec dressing, un bureau, des rangements, Une salle de bain avec coin buanderie - une cave complète ce bien <br>",398000,97,4103.092783505154,5,3.0,1.0,flat,Toulon,83000,Le Mourillon - La Mitre - Fort Lamalgue,Toulon - Le Mourillon - La Mitre - Fort Lamalgue,43.11255763282125,5.939607012252114,0,0,0,1,1,,2.0,7.0,,radiateur gaz individuel,C,C,133.0,28.0,0,agency,1,1970-01-01T00:00:00.000Z,2026-03-07T05:05:42.349Z,1,0,1,seller,398000.0,3814JS,https://www.bienici.com/annonce/vente/toulon/flat/hektor-centreville-389686
iad-france-1971375,Bienici,Vente Appartement 3 pièces,"iad France - Laurent Nosbaume vous propose: Appartement Moderne avec Balcon <br>Situé au cOEur de Toulon, à seulement quelques minutes des commodités, cet appartement de type T3 offre un cadre de vie confortable et moderne.<br>L'appartement se compose de deux chambres lumineuses, d'un salon ouvert sur une cuisine équipée de type ouverte, d'un coin repas et d'une salle d'eau avec WC. L'agencement intérieur est optimisé pour offrir une circulation fluide et une sensation d'espace agréable. Chaque pièce a été pensée pour allier fonctionnalité et esthétisme.<br>Le balcon, exposé au sud, est un véritable atout pour profiter du soleil en toute tranquillité. Les expositions sud, est et ouest offrent une luminosité optimale tout au long de la journée.<br>La résidence, construite en 2016, jouit d'un état neuf et propose des prestations de qualité. Avec un accès PMR, un système de chauffage individuel et une fibre optique disponible, vous bénéficierez du confort moderne et des dernières technologies.<br>Un parking sécurisé est prévu pour stationner facilement votre véhicule en toute tranquillité. De plus, la résidence est fermée et sécurisée, offrant un environnement paisible et protégé.<br>Que ce soit pour profiter du dynamisme de la ville ou pour vous détendre sur les plages de la côte varoise, cet appartement allie confort, praticité et emplacement privilégié.<br>Ne manquez pas cette opportunité de vivre dans un cadre de vie idéal à Toulon. Contactez-nous pour organiser une visite dès aujourd'hui!<br>La presente annonce immobiliere vise 75 lots situés dans une copropriété de 188 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 163.31€ par mois (soit 1959.72 € annuel). Honoraires d'agence à la charge du vendeur.<br>Information d'affichage énergétique sur ce bien : classe ENERGIE B indice 108 et classe CLIMAT A indice 3. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.<br>La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Laurent Nosbaume mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de TOULON sous le numéro 944622513, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.",219000,60,3650,3,2.0,,flat,Toulon,83000,La Loubière,Toulon - La Loubière,43.1290130501696,5.939969811288488,0,0,0,1,0,,1.0,5.0,,radiateur électrique individuel,B,A,108.0,3.0,0,mandatary,1,1970-01-01T00:00:00.000Z,2026-03-03T12:23:30.222Z,1,0,0,seller,,1909332,https://www.bienici.com/annonce/vente/toulon/flat/iad-france-1971375
nestenn-1-99939375421,Bienici,TOULON OUEST Appartement 3 pièces à Toulon - Dernier étage avec vue dégagée,"Toulon Ouest<br>Découvrez cet appartement de 3 pièces , idéalement situé à Toulon, au dernier étage  . Avec une surface de 44 m², cet appartement comprend une chambre, un séjour de 15 m² avec cheminée, et une salle d'eau. La cuisine est à aménager selon vos goûts.  Profitez d'un cadre calme avec une vue, cet appartement offre un potentiel intéressant avec la possibilité d'aménager 21 m²  supplémentaires sous combles, pouvant accueillir 2 pièces supplémentaires et obtenir une surface globale de 65 m2 . Une cave est également incluse. <br>Bien soumis aux statuts de la copropriété.<br>Charges annuelles:  432 Euros.<br>NESTENN TOULON  LE MOURILLON 04.94..62.44.24<br><span class=""importDescriptionDecorator"" data-type=""email"">Email:toulonlemourillon@nestenn.com</span><br><span class=""importDescriptionDecorator"" data-url=""http://Site:www.immobilier-toulon.nestenn.com"" data-type=""unhandledUrl"">Site:www.immobilier-toulon.nestenn.com</span><br>Conformément à l'article L.561-5 et suivants du Code Monétaire et Financier, il vous sera demandé de nous présenter une pièce d'identité avant chaque visite<br>Les informations sur les risques auxquels ce bien est exposé son disponibles sur le site Géorisques. http://georisques.gouv.fr<br>Copropriété de 10 lots - dont 8 lots habitation. (Pas de procédure en cours).<br>Charges annuelles : 430.00 euros.",99900,44,2270.4545454545455,3,1.0,,flat,Toulon,83000,Saint-Roch,Toulon - Saint-Roch,43.130855690467676,5.917366719961669,0,0,0,0,1,,4.0,5.0,,électrique individuel,G,C,,,0,agency,1,1970-01-01T00:00:00.000Z,2026-03-06T11:39:49.601Z,1,0,0,seller,99900.0,14982.A89,https://www.bienici.com/annonce/vente/toulon/flat/nestenn-1-99939375421
nestenn-1-99939379026,Bienici,Très bel Appartement Toulon 3 pièces de 65 m²  quartier Valbertrand,"Toulon Valbertrand <br>Retour à la vente après refus de prêt .Très bel appartement T3 en parfait état, dernier étage avec  terrasse vue dégagée et aperçu mer dans petite résidence calme et arborée .<br>Découvrez ce superbe appartement très lumineux et en excellent état général. Vaste séjour, cuisine indépendante entièrement équipée ,deux belles chambres avec rangements, belle salle d'eau.<br>Climatisation réversible posée en aout 2025 ,double vitrage ,électricité aux normes.<br>Parking  collectif au sein de la résidence ainsi qu'un carré dédié aux 2 roues dans résidence bien entretenue calme et verdoyante offrant aussi un petit parc clos pour les enfants.<br>Grande cave de 6 m2<br>NESTENN TOULON  LE MOURILLON 04.94..62.44.24<br><span class=""importDescriptionDecorator"" data-type=""email"">Email:toulonlemourillon@nestenn.com</span><br><span class=""importDescriptionDecorator"" data-url=""http://Site:www.immobilier-toulon.nestenn.com"" data-type=""unhandledUrl"">Site:www.immobilier-toulon.nestenn.com</span><br>Conformément à l'article L.561-5 et suivants du Code Monétaire et Financier, il vous sera demandé de nous présenter une pièce d'identité avant chaque visite<br>Les informations sur les risques auxquels ce bien est exposé son disponibles sur le site Géorisques. http://georisques.gouv.fr<br>Copropriété de 103 lots - dont 86 lots habitation. (Pas de procédure en cours).<br>Charges annuelles : 2024.00 euros.",179000,65,2753.846153846154,3,2.0,1.0,flat,Toulon,83200,Valbertrand,Toulon - Valbertrand,43.13809754752277,5.88942887562153,0,0,0,0,1,,3.0,4.0,,radiateur gaz,D,E,,,0,agency,1,1970-01-01T00:00:00.000Z,2026-03-09T09:29:42.634Z,1,0,0,seller,179000.0,14002.A89,https://www.bienici.com/annonce/vente/toulon/flat/nestenn-1-99939379026
dr-house-immo-1-1129066,Bienici,Appartement Toulon,"TOULON CENTRE APPARTEMENT. EXCLUSIVITE. Au 4ème étage sans ascenseur, venez découvrir ce bel appartement T2/3 de 83 m² comprenant entrée, salon-salle à manger de 38 m², 1 chambre de 13 m², dressing, salon (possibilité 2e chambre), cuisine et salle d'eau avec toilettes. L'appartement est traversant et vous serez seul sur le palier.<br>Vous apprécierez ses beaux volumes, sa luminosité et la magnifique vue dégagée de la place Louis Blanc jusqu'au port. <br>Tout à pieds, Mayol, Halles, facultés... Parking Lafayette à 150 m.<br>N'attendez plus, contact Nicolas Gennaro, agent commercial (EI) inscrit au RSAC Toulon sous le numéro 801 607 243. Ce bien vous est présenté par Nicolas Gennaro, votre conseiller indépendant Dr House Immo.",195000,83,2349.397590361446,3,1.0,,flat,Toulon,83000,Centre-ville,Toulon - Centre-ville,43.120484195786375,5.933830209902151,0,0,0,0,0,,4.0,7.0,,,D,B,200.0,6.0,0,agency,1,1970-01-01T00:00:00.000Z,2026-02-24T11:15:21.128Z,1,0,1,seller,,110113DHI1076,https://www.bienici.com/annonce/vente/toulon/flat/dr-house-immo-1-1129066
ag440414-503335031,Bienici,TOULON - Quartier Lamalgue T2 de 40 m2 avec balcon et vue dégagée,"Fabienne Gertosio Propriétés Privées vous présente en EXCLUSIVITÉ

COUP DE COEUR !

TOULON ! Au coeur du quartier lamalgue à 5mn à pied des plages, des écoles, des bus et à 10mn du marché du mourillon...

A découvrir rapidement! Magnifique T2 baigné de lumière  situé au 1er étage d'une petite copropriété de 7 lots. Au calme,  Il offre un spacieux séjour/salon/cuisine Us équipée de  27m2 ouvrant par de larges baies vitrées sur beau balcon de 10m2 avec vue dégagée

L'espace nuit offre une suite parentale avec placards et salle d'eau.

Une cave complète le bien.

Parking aisé.

Coup de coeur assuré ! Idéal  résidence secondaire, primo accédant, retraités

Prix FAI 229.000  euros

DPE : D ; GES : C
Montant estimé des dépenses annuelles d'énergie pour un usage standard entre 880 et 1,250  euros indexées aux années 2021, 2022 et 2023 (ou 2021 uniquement) (si logement F ou G 'Logement à consommation énergétique excessive : classe F ou G')
Pour visiter et vous accompagner dans votre projet, contactez Fabienne GERTOSIO, au <span class=""importDescriptionDecorator"" data-type=""phone"">0610821060</span> ou, par courriel à <span class=""importDescriptionDecorator"" data-type=""email"">f.gertosio@proprietes-privees.com.</span>
Selon l'article L.561.5 du Code Monétaire et Financier, pour l'organisation de la visite, la présentation d'une pièce d'identité vous sera demandée.
Cette présente annonce a été rédigée sous la responsabilité éditoriale de Fabienne GERTOSIO agissant sous le statut d'agent commercial immatriculé au RSAC TOULON 501 336 911 auprès de SAS PROPRIETES PRIVEES, au capital de 44 920 euros, ZAC LE CHÊNE FERRÉ - 44 ALLÉE DES CINQ CONTINENTS 44120 VERTOU; SIRET 487 624 777 00040, RCS Nantes. Carte Professionnelle Transactions sur immeubles et fonds de commerce (T) et Gestion immobilière (G) n°CPI 4401 2016 000 010 388 délivrée par la CCI Nantes - Saint Nazaire. Compte séquestre n°30932508467 BPA SAINT-SEBASTIEN-SUR-LOIRE (44230). Garantie GALIAN-SMABTP - 89 rue de la Boétie, 75008 Paris - n°28137 J pour 2 000 000 euros pour T et 120 000 euros pour G. Assurance responsabilité civile professionnelle par GALIAN-SMABTP n° de police 28137.J

Mandat réf 432507- Le professionnel garantit et sécurise votre projet immobilier.
Copropriété de 18 lots - dont 7 lots habitation.

Charges annuelles : 1560  euros.
 Fabienne GERTOSIO (EI) Agent Commercial - Numéro RSAC : TOULON  501 336 911 - .
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr",229000,40,5725,2,1.0,,flat,Toulon,83000,Le Mourillon - La Mitre - Fort Lamalgue,Toulon - Le Mourillon - La Mitre - Fort Lamalgue,43.11125935959134,5.950070435787792,1,0,0,0,1,,1.0,4.0,,fuel collectif,D,C,214.0,27.0,0,mandatary,1,1970-01-01T00:00:00.000Z,2026-03-03T22:48:54.172Z,1,0,1,seller,229000.0,432507FGER,https://www.bienici.com/annonce/vente/toulon/flat/ag440414-503335031
ubiflow-neuf-502662299,Bienici,RÉSIDENCE ALÉZIA,"Offre exclusive en TVA 5,5 % : votre futur appartement à Toulon

Profitez d'une opportunité unique pour devenir propriétaire à des conditions avantageuses. Située dans un cadre paisible et verdoyant, notre nouvelle résidence propose des appartements modernes du T2 au T3, tous dotés d'un balcon ou d'une terrasse. Chaque logement dispose de deux places de parking privatives et de prestations de qualité, comme des volets roulants électriques pour plus de confort.

Idéalement placée, la résidence se trouve à proximité des commerces et des services, dans un secteur en plein essor. Avec la TVA réduite à 5,5 %, vous réalisez une économie significative à l'achat, tout en investissant dans un bien de qualité. Toulon, ville dynamique entre mer et collines, offre un cadre de vie recherché et un fort potentiel locatif.

Contactez-nous dès aujourd'hui pour en savoir plus !

Référence du programme : 13999_910

Présentation complète du projet sur demande.
Tous les appartements présentés dans cette annonce sont actuellement disponibles chez notre partenaire promoteur au moment de sa création et régulièrement mis à jour.

“Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques http://www.georisques.gouv.fr”.

DPE vierge - Photos de présentation et mise en ambiance non contractuelles – Tarifs et disponibilités modifiables par le promoteur.","[205000, 281000]","[42, 60]","[4683.333333333333, 4880.952380952381]","[2, 3]",,,programme,Toulon,83100,Sainte-Musse,Toulon - Sainte-Musse,43.120585,5.981478,0,0,0,1,0,,,,,,,,,,1,broker,1,1970-01-01T00:00:00.000Z,2026-02-10T09:02:06.484Z,1,0,0,,,13999_910,https://www.bienici.com/annonce/vente/toulon/programme/ubiflow-neuf-502662299
citya-immobilier-41039H-TAPP962627,Bienici,,"Toulon Champs de Mars, spacieux type 3 pièces+ cellier - Dans un bel immeuble de 1978, en étage avec ascenseur (4 sur/5), un appartement traversant EST/OUEST donnant d'un côté sur la petite rue Danton et de l'autre sur les jardins de la copropriété. Son orientation lui confère un ensoleillement toute la journée. De chaque côté ce type 3 pièces totalisant 71.84m²  ouvre sur de vastes balcons terrasses. Le séjour et la cuisine dominent les jardins. L'appartement a été soigneusement entretenu et supportera pour son plus grand avantage les modernisations qu'il mérite. La cuisine est aménagée et communique directement sur le séjour. Les chambres  sont grandes + de 12m² et bénéficient aussi de l'accès aux terrasses. La salle d'eau et wc sont séparés. Beaucoup de rangements on été aménagés d'origine et un cellier, situé au 1er étage de l'immeuble en augmente la capacité.  Le bien est soumis au statut de la copropriété , la quote-part budget prévisionnel (dépenses courantes) est de 1 663,00 euros/an. 
 Honoraires à la charge du vendeur. 
Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante : <span class=""importDescriptionDecorator"" data-url=""https://www.citya.com/agences-immobilieres/toulon-83137/154"" data-type=""agencyFeeUrl"">https://www.citya.com/agences-immobilieres/toulon-83137/154</span> . Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 830 et 1 180 euros. Prix moyens des énergies indexés en 2023. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr",199000,71.84,2770.044543429844,3,2.0,0.0,flat,Toulon,83000,Champs-de-Mars,Toulon - Champs-de-Mars,43.124186213828196,5.939372935604565,0,0,0,1,0,0.0,4.0,6.0,,Radiateur Electrique Individuel,C,A,138.0,4.0,0,agency,1,1970-01-01T00:00:00.000Z,2026-03-09T18:18:19.834Z,1,0,0,seller,,TAPP962627,https://www.bienici.com/annonce/vente/toulon/flat/citya-immobilier-41039H-TAPP962627
